CRA_ID,ADDRESS,APPLICATION_DATE,CONSTRUCTION_TYPE,HCA_ABATED_VALUE,ABATEMENT_QUALIFYING_TERM,INCENTIVE_AMOUNT,LEED_CLASS,LEED_DATE,OWNERSHIP_TYPE,CITY_DETERMINATION,LONGITUDE,LATITUDE,DCED_NEIGHBORHOOD,NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,CONSTRUCTION_VALUE_IMPROVEMENT
a0F4W00000WWPXVUA5,3735 MAYFIELD AV,11/04/2020 12:00:00 AM,REHAB,93580,10,26410.08153252,NOT CERTIFIED,,,QUALIFIED,-84.57397521,39.1156228600299,,WEST PRICE HILL,EAST PRICE HILL,180000
a0F4W00000WWPl3UAH,1554 RUTH AV,11/17/2020 12:00:00 AM,REHAB,227550,10,64219.0003497,NOT CERTIFIED,,,QUALIFIED,-84.476674,39.1392940600299,,EVANSTON,EVANSTON,315000
a0F4W00000WWPl8UAH,331 OREGON ST,11/12/2020 12:00:00 AM,NEW,1570030,15,664639.13723823,PLATINUM,,,QUALIFIED,-84.49851065,39.1052083500299,,MOUNT ADAMS,MOUNT ADAMS,1829825
a0F4W00000WWPmRUAX,3643 WOODFORD RD,11/12/2020 12:00:00 AM,NEW,265000,10,74788.11291,NOT CERTIFIED,,,QUALIFIED,-84.41253656,39.1794683100299,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,279826
a0F4W00000WWPmWUAX,3322 MONTEITH AV,11/16/2020 12:00:00 AM,NEW,771500,15,326598.2779815,PLATINUM,,,QUALIFIED,-84.4372317,39.1362205000299,,HYDE PARK,HYDE PARK,1030000
a0F4W00000WXpUqUAL,139 WINKLER ST,11/18/2020 12:00:00 AM,REHAB,202300,10,57092.9631762,NOT CERTIFIED,,,QUALIFIED,-84.51327484,39.1192289300299,,MOUNT AUBURN,MOUNT AUBURN,182150
a0F4W00000WXpV0UAL,1016 ROSS AV,11/20/2020 12:00:00 AM,REHAB,180270,10,50875.67212938,NOT CERTIFIED,,,QUALIFIED,-84.57447664,39.1133917800299,,EAST PRICE HILL,EAST PRICE HILL,278000
a0F4W00000WXpV5UAL,4021 PAXTON AVE,11/16/2020 12:00:00 AM,REHAB,142080,10,40097.71729152,NOT CERTIFIED,,,QUALIFIED,-84.4244785930859,39.1510318,,OAKLEY,N/A,135199
a0F4W00000XEFCwUAP,1645 ILIFF AV,12/10/2020 12:00:00 AM,REHAB,,10,,NOT CERTIFIED,,,QUALIFIED,-84.5124602,39.1014537,,WEST PRICE HILL,N/A,254053
a0F4W00000XEFmCUAX,849 HUTCHINS AV,11/05/2020 12:00:00 AM,REHAB,187410,10,52890.71788854,NOT CERTIFIED,,,QUALIFIED,-84.48659166,39.1447731600299,,AVONDALE,AVONDALE,82371
a0F4W00000XEFmHUAX,318 CRESTLINE AV,11/09/2020 12:00:00 AM,REHAB,122960,10,34701.68439024,NOT CERTIFIED,,,QUALIFIED,-84.56747025,39.0968590900299,,EAST PRICE HILL,EAST PRICE HILL,169000
a0F4W00000XEFmMUAX,229 CONGRESS AVE,11/13/2020 12:00:00 AM,REHAB,203580,10,57454.20387252,NOT CERTIFIED,,,QUALIFIED,-84.4386848571429,39.1133665714286,,EAST END,N/A,110050
a0F4W00000XEFmRUAX,4152 KIRBY AV,11/19/2020 12:00:00 AM,REHAB,140740,10,39719.54343756,NOT CERTIFIED,,,QUALIFIED,-84.54728607,39.1643001500299,,NORTHSIDE,NORTHSIDE,21490.53
a0F4W00000XEFmWUAX,2337 UPLAND PL,11/25/2020 12:00:00 AM,REHAB,313630,10,88512.43717722,NOT CERTIFIED,,OWNER-OCCUPIED,QUALIFIED,-84.48268657,39.1238938400299,,EAST WALNUT HILLS,EAST WALNUT HILLS,65638
a0F4W00000XEG7kUAH,3105 GLOSS AV,10/26/2020 12:00:00 AM,REHAB,242430,10,68418.42344442,NOT CERTIFIED,,,QUALIFIED,-84.42995034,39.1770425800299,,PLEASANT RIDGE,PLEASANT RIDGE,277373
a0F4W00000XEGe7UAH,3120 HACKBERRY ST,11/30/2020 12:00:00 AM,REHAB,255840,10,72202.98417696,NOT CERTIFIED,,,QUALIFIED,-84.47403008,39.1346939900299,,EVANSTON,EVANSTON,262388
a0F4W00000XEGeCUAX,532 SLACK ST,11/20/2020 12:00:00 AM,NEW,422700,15,178941.1433607,GOLD,,,QUALIFIED,-84.5052961,39.1146099300299,,MOUNT AUBURN,MOUNT AUBURN,396741.5
a0F4W00000XEGeHUAX,3523 ST CHARLES PL,11/18/2020 12:00:00 AM,NEW,779980,15,330188.10740118,PLATINUM,,,QUALIFIED,-84.43848382,39.1399652700299,,HYDE PARK,HYDE PARK,703680
a0F4W00000XEGeMUAX,1150 E ROOKWOOD DR,11/17/2020 12:00:00 AM,NEW,1906890,15,807241.72430349,PLATINUM,,,QUALIFIED,-84.44501877,39.1318171500299,,HYDE PARK,HYDE PARK,795585
a0F4W00000XEGeRUAX,1367 MYRTLE AV,11/18/2020 12:00:00 AM,NEW,396260,15,167748.32616066,GOLD,,,QUALIFIED,-84.47961802,39.1289264400299,,EAST WALNUT HILLS,EAST WALNUT HILLS,448181
a0F4W00000XEGvfUAH,4000 DUCK CREEK RD,11/19/2020 12:00:00 AM,NEW,397530,15,168285.95391573,GOLD,02/07/2022 12:00:00 AM,,QUALIFIED,-84.4157142,39.1653993900299,,MADISONVILLE,MADISONVILLE,466532
a0F4W00000XEGvkUAH,438 BOAL ST,11/30/2020 12:00:00 AM,NEW,562000,15,237910.864842,GOLD,,,QUALIFIED,-84.5072169,39.1138516500299,,MOUNT AUBURN,MOUNT AUBURN,430000
a0F4W00000XEGvuUAH,543 RINGGOLD ST,11/23/2020 12:00:00 AM,NEW,472430,15,199993.29159663,GOLD,,,QUALIFIED,-84.5048356,39.1149035200299,,MOUNT AUBURN,MOUNT AUBURN,396741.5
a0F4W00000XEGvzUAH,3475 VISTA AV,11/25/2020 12:00:00 AM,NEW,1060080,15,448762.54377528,PLATINUM,,,QUALIFIED,-84.45733492,39.1395808700299,,HYDE PARK,HYDE PARK,847412.69
a0F4W00000XEGw4UAH,545 RINGGOLD ST,11/30/2020 12:00:00 AM,NEW,472430,15,199993.29159663,GOLD,,,QUALIFIED,-84.50477202,39.1148991200299,,MOUNT AUBURN,MOUNT AUBURN,396741.5
a0F4W00000XEGwEUAX,5744 RHODE ISLAND AV,11/30/2020 12:00:00 AM,NEW,267400,10,75465.4392156,NOT CERTIFIED,,,QUALIFIED,-84.45863675,39.178239,,BOND HILL,N/A,299900
a0F4W00000XEHO7UAP,1706 FRINTZ ST,12/09/2020 12:00:00 AM,REHAB,186590,10,52659.29806746,NOT CERTIFIED,,,QUALIFIED,-84.51573196,39.1162266400299,,OVER-THE-RHINE,OTR,112145
a0F4W00000XEHOMUA5,3735 WESTGATE AV,12/19/2019 12:00:00 AM,REHAB,62880,10,17745.94920672,NOT CERTIFIED,,,QUALIFIED,-84.45198155,39.1464405800299,,HYDE PARK,HYDE PARK,326000
a0F4W00000XEHOWUA5,1343 BURDETTE AVE,12/04/2020 12:00:00 AM,REHAB,166010,10,46851.22499694,NOT CERTIFIED,,,QUALIFIED,,,,EAST WALNUT HILLS,N/A,156537.08
a0F4W00000XEIoYUAX,3556 VISTA AV,08/14/2020 12:00:00 AM,REHAB,219210,10,61865.29143774,NOT CERTIFIED,,,QUALIFIED,-84.45646306,39.1424710700299,,HYDE PARK,HYDE PARK,250000
a0F4W00000XEIp2UAH,530 SLACK ST,11/30/2020 12:00:00 AM,NEW,472430,15,199993.29159663,GOLD,,,QUALIFIED,-84.50537377,39.1146140800299,,MOUNT AUBURN,MOUNT AUBURN,396741.5
a0F4W00000XEIpgUAH,6701 DANIELS WALK,12/02/2020 12:00:00 AM,NEW,326250,15,138111.06700125,GOLD,,,QUALIFIED,-84.69098556,39.1178834700299,,SAYLER PARK,SAYLER PARK,375000
a0F4W00000XEIraUAH,2552 GRANDIN VIEW LN,12/03/2020 12:00:00 AM,NEW,2272980,15,962218.21631418,PLATINUM,,,QUALIFIED,-84.44397358,39.1244264400299,,HYDE PARK,HYDE PARK,2154906.36
a0F4W00000XEIrfUAH,2499 ERIE AV,12/10/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.4498383,39.1401472400299,,HYDE PARK,HYDE PARK,297217
a0F4W00000XEJJXUA5,3109 MADISON RD,12/17/2020 12:00:00 AM,NEW,456080,15,193071.86341128,GOLD,,,QUALIFIED,-84.42920044,39.1529489800299,,OAKLEY,OAKLEY,589000
a0F4W00000XEJK6UAP,3111 MADISON RD,12/10/2020 12:00:00 AM,NEW,456080,15,193071.86341128,GOLD,,,QUALIFIED,-84.4292264,39.1529952400299,,OAKLEY,OAKLEY,574000
a0F4W00000XEJLEUA5,3113 MADISON RD,12/10/2020 12:00:00 AM,NEW,456080,15,193071.86341128,GOLD,,,QUALIFIED,-84.42925589,39.1530414300299,,OAKLEY,OAKLEY,574000
a0F4W00000XEJLTUA5,3115 MADISON RD,12/10/2020 12:00:00 AM,NEW,456080,15,193071.86341128,GOLD,,,QUALIFIED,-84.42929235,39.1530847700299,,OAKLEY,OAKLEY,574000
a0F4W00000XEJLiUAP,3117 MADISON RD,12/10/2020 12:00:00 AM,NEW,456080,15,193071.86341128,GOLD,,,QUALIFIED,-84.42933908,39.1531169400299,,OAKLEY,OAKLEY,574000
a0F4W00000XEJM7UAP,3119 MADISON RD,12/10/2020 12:00:00 AM,NEW,453020,15,191776.47685182,GOLD,,,QUALIFIED,-84.42936167,39.1531687500299,,OAKLEY,OAKLEY,599000
a0F4W00000XEJMWUA5,3123 MADISON RD,12/10/2020 12:00:00 AM,NEW,455300,15,192741.6668373,GOLD,,,QUALIFIED,-84.4128221,39.1619514,,OAKLEY,N/A,554000
a0F4W00000XEJNPUA5,4139 TAYLOR AV,12/10/2020 12:00:00 AM,NEW,492000,15,208277.838972,GOLD,,,QUALIFIED,-84.42909787,39.1533241800299,,OAKLEY,OAKLEY,574900
a0F4W00000XEK52UAH,1532 RUTH AV,09/22/2020 12:00:00 AM,REHAB,231140,10,65232.16761516,NOT CERTIFIED,,,QUALIFIED,-84.47762618,39.1394200800299,,EVANSTON,EVANSTON,285000
a0F4W00000XEMKiUAP,866 GRANDIN VIEW DR,12/10/2020 12:00:00 AM,NEW,275000,10,77610.30585,,,,QUALIFIED,-84.44507789,39.1245809300299,,HYDE PARK,HYDE PARK,1174852
a0F4W00000XEMKxUAP,205 GREENDALE AV,12/09/2020 12:00:00 AM,REHAB,88220,10,24897.38611668,NOT CERTIFIED,,,QUALIFIED,-84.51462908,39.1508739700299,,CLIFTON,CLIFTON,182296.99
a0F4W00000XEML2UAP,941 MONASTERY ST,12/15/2020 12:00:00 AM,NEW,929340,15,393416.51802894,PLATINUM,,,QUALIFIED,-84.50241239,39.1069624600299,,MOUNT ADAMS,MOUNT ADAMS,927200
a0F4W00000XEMLHUA5,1133 HERSCHEL AV,12/11/2020 12:00:00 AM,REHAB,480620,10,135640.23708228,GOLD,,,QUALIFIED,-84.42395217,39.1277771300299,,MOUNT LOOKOUT,MOUNT LOOKOUT,549000
a0F4W00000XEMLRUA5,4170 CLUB VIEW DR,12/14/2020 12:00:00 AM,REHAB,4350,10,1227.6539289,NOT CERTIFIED,,,QUALIFIED,-84.41758569,39.1538140300299,,OAKLEY,OAKLEY,37723
a0F4W00000XEMLlUAP,2855 LOSANTIVILLE AV,12/02/2020 12:00:00 AM,REHAB,234370,10,66143.73593478,NOT CERTIFIED,,,QUALIFIED,-84.43459685,39.1866808300299,,PLEASANT RIDGE,PLEASANT RIDGE,143832.35
a0F4W00000XEMLqUAP,1849 NORTHCUTT AV,12/02/2020 12:00:00 AM,REHAB,114470,10,32305.64258418,NOT CERTIFIED,,,QUALIFIED,-84.46301666,39.1736689100299,,BOND HILL,BOND HILL,40000
a0F4W00000XEMLvUAP,1000 URBANCREST PL,12/07/2020 12:00:00 AM,REHAB,270610,10,76371.36314934,NOT CERTIFIED,,,QUALIFIED,-84.42406909,39.1247564800299,,MOUNT LOOKOUT,MOUNT LOOKOUT,338721
a0F4W00000XEMjxUAH,65 PEETE ST,12/10/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.51551328,39.1173248200299,,OVER-THE-RHINE,OTR,200000
a0F4W00000XEMk2UAH,216 1/2 ORCHARD ST,12/11/2020 12:00:00 AM,REHAB,242970,10,68570.82186318,NOT CERTIFIED,,,QUALIFIED,-84.51156765,39.1122684700299,,OVER-THE-RHINE,OTR,108220.5
a0F4W00000XEMklUAH,1418 LUDLOW PL,12/14/2020 12:00:00 AM,REHAB,203790,10,57513.46992426,NOT CERTIFIED,,,QUALIFIED,-84.53491378,39.1625125000298,,NORTHSIDE,NORTHSIDE,115178
a0F4W00000XEMrxUAH,4627 WINONA TER,12/16/2020 12:00:00 AM,REHAB,170720,10,48180.47787168,NOT CERTIFIED,,,QUALIFIED,-84.38773537,39.1562819400299,,MADISONVILLE,MADISONVILLE,90000
a0F4W00000XEMsgUAH,247 GOTHAM PL,12/15/2020 12:00:00 AM,NEW,1113470,15,471364.07593527,PLATINUM,,,QUALIFIED,-84.45810751,39.1223998500299,,EAST END,EAST END,964040
a0F4W00000XEMvkUAH,305 BLACKBERRY ST,08/17/2020 12:00:00 AM,NEW,355220,15,150374.90642202,SILVER,,,QUALIFIED,-84.69021166,39.1176767000299,,SAYLER PARK,SAYLER PARK,375000
a0F4W00000XEN2SUAX,3913 CHERRY ST,07/23/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.54308555,39.1575158800299,,NORTHSIDE,NORTHSIDE,325000
a0F4W00000XENPCUA5,3972 WARWICK AV,12/21/2020 12:00:00 AM,REHAB,156680,10,44218.11898392,NOT CERTIFIED,,,QUALIFIED,-84.49177792,39.1595524700299,,NORTH AVONDALE,NORTH AVONDALE,118852.15
a0F4W00000XENPHUA5,6680 VAN KIRK AV,11/20/2020 12:00:00 AM,REHAB,3680,10,1038.56700192,NOT CERTIFIED,,,QUALIFIED,-84.48637517,39.1915091800299,,CARTHAGE,CARTHAGE,11456.67
a0F4W00000XENPlUAP,6210 MANUEL ST,12/22/2020 12:00:00 AM,REHAB,204500,10,57713.845623,NOT CERTIFIED,,,QUALIFIED,-84.38890289,39.1645901100299,,MADISONVILLE,MADISONVILLE,100590
a0F4W00000XENpOUAX,3894 REVEL CT,12/21/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.49596082,39.1559968500299,,AVONDALE,AVONDALE - NORTH AVONDALE,195000
a0F4W00000XENq2UAH,3033 WOODBURN AV,12/22/2020 12:00:00 AM,REHAB,153510,10,43323.48382194,NOT CERTIFIED,,,QUALIFIED,-84.47664481,39.1330878900299,,EVANSTON,EVANSTON,274937.49
a0F4W00000XENuEUAX,3260 HARDISTY AV,12/21/2020 12:00:00 AM,NEW,1467780,15,621353.75302098,PLATINUM,,,QUALIFIED,-84.42482099,39.1322571600299,,MOUNT LOOKOUT,MOUNT LOOKOUT,749181.99
a0F4W00000XENv2UAH,2909 WALWORTH AV,12/21/2020 12:00:00 AM,NEW,562000,15,237910.864842,GOLD,,,QUALIFIED,-84.44998684,39.1219498900299,,EAST END,EAST END,889398
a0F4W00000XENv7UAH,2891 WALWORTH AV,12/21/2020 12:00:00 AM,NEW,562000,15,237910.864842,GOLD,,,QUALIFIED,-84.45050239,39.1221059900299,,EAST END,EAST END,973704
a0F4W00000XENvMUAX,3584 HANDMAN AV,12/21/2020 12:00:00 AM,NEW,468350,15,198266.10951735,GOLD,,,QUALIFIED,-84.43353983,39.1174633600299,,COLUMBIA-TUSCULUM,COLUMBIA TUSCULUM,620000
a0F4W00000XENvRUAX,3584 1/2 HANDMAN AV,12/21/2020 12:00:00 AM,NEW,457960,15,193867.72182036,GOLD,,,QUALIFIED,-84.43344462,39.1174622000299,,COLUMBIA-TUSCULUM,COLUMBIA TUSCULUM,426048
a0F4W00000XENvWUAX,9 GRANDIN LN,12/23/2020 12:00:00 AM,NEW,2271430,15,961562.05645563,PLATINUM,,,QUALIFIED,-84.45856491,39.1274932400299,,HYDE PARK,HYDE PARK,6279366.5
a0F4W00000XENvbUAH,3014 CLEINVIEW AV,12/22/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.47326564,39.1321705200299,,EVANSTON,EAST WALNUT HILLS,442000
a0F4W00000XENvlUAH,1617 PULLAN AV,12/22/2020 12:00:00 AM,REHAB,199990,10,56441.03660706,NOT CERTIFIED,,,QUALIFIED,-84.54165809,39.1652073200299,,NORTHSIDE,NORTHSIDE,201850
a0F4W00000XENvqUAH,4821 EBERSOLE AV,12/23/2020 12:00:00 AM,REHAB,88730,10,25041.31795662,NOT CERTIFIED,,,QUALIFIED,-84.39591386,39.1591224400299,,MADISONVILLE,MADISONVILLE,108128
a0F4W00000XENw0UAH,3024 HACKBERRY ST,12/24/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.47431864,39.1324876400299,,EVANSTON,EVANSTON,275000
a0F4W00000XEO0hUAH,766 DELTA AV,12/23/2020 12:00:00 AM,NEW,501630,15,212354.49667383,GOLD,,,QUALIFIED,-84.43290181,39.1268985500299,,MOUNT LOOKOUT,MOUNT LOOKOUT,422000
a0F4W00000XEO1pUAH,1904 GREGORY LN,12/28/2020 12:00:00 AM,REHAB,179980,10,50793.82853412,NOT CERTIFIED,,,QUALIFIED,-84.46718311,39.1318968300299,,EAST WALNUT HILLS,EAST WALNUT HILLS,415958
a0F4W00000XEO8CUAX,3055 CLEINVIEW AVE,12/28/2020 12:00:00 AM,REHAB,247030,10,69716.63219682,NOT CERTIFIED,,,QUALIFIED,-84.4735646851607,39.1334774,,EVANSTON,N/A,150000
a0F4W00000XEO8qUAH,2325 EAST HILL AV,12/28/2020 12:00:00 AM,REHAB,181300,10,51166.3580022,NOT CERTIFIED,,,QUALIFIED,-84.45668661,39.1347903000299,,HYDE PARK,HYDE PARK,335900
a0F4W00000XEO9oUAH,3016 GRIEST AV,12/28/2020 12:00:00 AM,REHAB,515740,10,145551.77868756,GOLD,,,QUALIFIED,-84.43158707,39.1347661900299,,HYDE PARK,HYDE PARK,612090
a0F4W00000XEOA8UAP,6 PINEHURST LN,12/29/2020 12:00:00 AM,NEW,3915900,15,1657713.8000619,PLATINUM,,,QUALIFIED,-84.4595833021859,39.127333549204,,HYDE PARK,N/A,10877426.17
a0F4W00000XEQ5JUAX,1610 DEXTER AV,12/30/2020 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.47560917,39.1342257700299,,EVANSTON,EVANSTON,196500
a0F4W00000XEQ62UAH,6684 IRIS AV,12/30/2020 12:00:00 AM,REHAB,160560,10,45313.12984464,NOT CERTIFIED,,,QUALIFIED,-84.41213398,39.1919345400299,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,50000
a0F4W00000XEQ9GUAX,1345 BURDETTE AVE,02/12/2021 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,,,,EAST WALNUT HILLS,N/A,222084.19
a0F4W00000XEQ9LUAX,1345 BURDETTE AV,02/12/2021 12:00:00 AM,REHAB,212480,10,59965.95558912,NOT CERTIFIED,,,QUALIFIED,-84.48082502,39.1278094000299,,EAST WALNUT HILLS,EAST WALNUT HILLS,205008.46
a0F4W00000XEQLKUA5,1020 LENOX PL,12/30/2020 12:00:00 AM,REHAB,101540,10,28656.54711276,NOT CERTIFIED,,,QUALIFIED,-84.47763068,39.1542739700299,,NORTH AVONDALE,NORTH AVONDALE,84614
a0F4W00000XEQmAUAX,2527 RITCHIE AV,01/29/2021 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.44941686,39.1358473400299,,HYDE PARK,HYDE PARK,301300
a0F4W00000XER2hUAH,1044 SUNSET AV,12/30/2020 12:00:00 AM,REHAB,119830,10,33818.33800002,NOT CERTIFIED,,,QUALIFIED,-84.58507388,39.1117075600299,,WEST PRICE HILL,WEST PRICE HILL,231534
a0F4W00000XER5gUAH,4054 BEECHWOOD AV,01/08/2021 12:00:00 AM,REHAB,32150,10,9073.3503021,NOT CERTIFIED,,,QUALIFIED,-84.48477185,39.1589280700299,,NORTH AVONDALE,NORTH AVONDALE,70008
a0F4W00000XER5qUAH,4057 BEECHWOOD AV,12/30/2020 12:00:00 AM,REHAB,130320,10,36778.81839408,NOT CERTIFIED,,,QUALIFIED,-84.48559562,39.1588439400299,,NORTH AVONDALE,NORTH AVONDALE,97330
a0F4W00000XER6oUAH,1309 CHASE AV,02/02/2021 12:00:00 AM,REHAB,244950,10,69129.6160653,NOT CERTIFIED,,,QUALIFIED,-84.53312969,39.1629719500299,,NORTHSIDE,NORTHSIDE,176000
a0F4W00000XERChUAP,335 W FIFTH ST,11/20/2018 12:00:00 AM,REHAB,72390,10,20429.85469266,NOT CERTIFIED,,,QUALIFIED,-84.5183871020408,39.100308122449,,DOWNTOWN CINCINNATI,N/A,132318.64
a0F4W00000XERDGUA5,3926 EILEEN DR,01/08/2021 12:00:00 AM,REHAB,46640,10,13162.70787216,NOT CERTIFIED,,,QUALIFIED,-84.43774031,39.1516049200299,,OAKLEY,OAKLEY,148772
a0F4W00000XERDaUAP,31 E CLIFTON AV,01/27/2021 12:00:00 AM,REHAB,44790,10,12640.60217826,NOT CERTIFIED,,,QUALIFIED,-84.51664804,39.1175919900299,,OVER-THE-RHINE,OTR,80342.78
a0F4W00000XERKrUAP,325 NORTHERN AV,01/05/2021 12:00:00 AM,REHAB,260610,10,73549.17020934,NOT CERTIFIED,,,QUALIFIED,-84.50165068,39.1437054400299,,AVONDALE,AVONDALE,179025
a0F4W00000XERlfUAH,3647 WOODFORD RD,01/05/2021 12:00:00 AM,NEW,254990,10,71963.09777706,NOT CERTIFIED,,,QUALIFIED,-84.41235976,39.1794547500299,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,279287.11
a0F4W00000XERnrUAH,436 BOAL ST,12/30/2020 12:00:00 AM,NEW,866020,15,366611.32948482,PLATINUM,,,QUALIFIED,-84.50731259,39.1138692100299,,MOUNT AUBURN,MOUNT AUBURN,1198030.23
a0F4W00000XERo1UAH,12 ELMHURST PL,12/30/2020 12:00:00 AM,NEW,3304670,15,1398962.45145447,PLATINUM,,,QUALIFIED,-84.462304,39.129362,,HYDE PARK,N/A,6273974.46
a0F4W00000XESiLUAX,1619 FAIRFAX AV,12/30/2020 12:00:00 AM,NEW,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.47502439,39.1353806600299,,EVANSTON,EVANSTON,554866.51
a0F4W00000XESk8UAH,2933 WALWORTH AV,12/30/2020 12:00:00 AM,NEW,562000,15,237910.864842,GOLD,,,QUALIFIED,-84.44945997,39.1217665100299,,EAST END,EAST END,1050000
a0F4W00000XESpeUAH,6703 DANIELS WALK,12/31/2020 12:00:00 AM,NEW,355000,15,150281.774055,GOLD,,,QUALIFIED,-84.69120546,39.1180667100299,,SAYLER PARK,SAYLER PARK,420000
a0F4W00000XET65UAH,3866 DUCK CREEK RD,12/31/2020 12:00:00 AM,NEW,426000,15,180338.128866,GOLD,02/04/2022 12:00:00 AM,,QUALIFIED,-84.41643108,39.1654612600299,,MADISONVILLE,MADISONVILLE,495900
a0F4W00000XETdBUAX,2025 FAITH ST,12/30/2020 12:00:00 AM,NEW,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.45655392,39.1785838100299,,BOND HILL,BOND HILL,281175
a0F4W00000XETdfUAH,2200 VICTORY PW,12/31/2020 12:00:00 AM,REHAB,38830,10,10958.57518602,NOT CERTIFIED,,,QUALIFIED,,,,EAST WALNUT HILLS,N/A,113639.58
a0F4W00000XETdpUAH,2864 WASSON RD,01/13/2021 12:00:00 AM,REHAB,151460,10,42744.93426924,NOT CERTIFIED,,,QUALIFIED,-84.43658652,39.1446884600299,,OAKLEY,OAKLEY,89012.73
a0F4W00000XETduUAH,1146 HERSCHEL AV,01/06/2021 12:00:00 AM,REHAB,48910,10,13803.34566954,NOT CERTIFIED,,,QUALIFIED,-84.42291687,39.1277091800299,,MOUNT LOOKOUT,MOUNT LOOKOUT,111894
a0F4W00000XETdzUAH,3464 WABASH AV,01/13/2021 12:00:00 AM,REHAB,105200,10,29689.4697288,NOT CERTIFIED,,,QUALIFIED,-84.4640774,39.1409400700299,,EVANSTON,EVANSTON,160000
a0F4W00000XEbqcUAD,2447 OAKTREE PLACE,01/14/2021 12:00:00 AM,REHAB,,10,,NOT CERTIFIED,,,QUALIFIED,-84.5124602,39.1014537,,WEST PRICE HILL,N/A,24768
a0F4W00000XONbcUAH,6204 CHANDLER ST,02/16/2023 12:00:00 AM,REHAB,149200,10,42107.1186648,NOT CERTIFIED,,,QUALIFIED,-84.38916973,39.1635062100299,,MADISONVILLE,MADISONVILLE,259904
a0F4W00000XONbhUAH,PO BOX 9493,02/23/2023 12:00:00 AM,REHAB,,10,,NOT CERTIFIED,,,QUALIFIED,-84.5124602,39.1014537,,MOUNT LOOKOUT,N/A,316997
a0F4W00000XONcQUAX,3265 MENLO AV,04/10/2023 12:00:00 AM,REHAB,137660,10,38850.30801204,NOT CERTIFIED,,,QUALIFIED,-84.45104764,39.1359055900299,,HYDE PARK,HYDE PARK,332050
a0F4W00000XjoKlUAJ,4053 VICTORY PKWY,06/04/2021 12:00:00 AM,REHAB,90280,10,25478.75786232,NOT CERTIFIED,,,QUALIFIED,-84.47236002,39.1545812400299,,NORTH AVONDALE,NORTH AVONDALE,77525
a0F4W00000XjoMrUAJ,917 ROGERS PL,06/07/2021 12:00:00 AM,REHAB,275000,10,77610.30585,NOT CERTIFIED,,,QUALIFIED,-84.49053479,39.1233910500299,,WALNUT HILLS,WALNUT HILLS,298905
a0F4W00000XjqZMUAZ,6219 ERIE AV,05/10/2021 12:00:00 AM,REHAB,165650,10,46749.6260511,NOT CERTIFIED,,,QUALIFIED,-84.38867437,39.1574780100299,,MADISONVILLE,MADISONVILLE,107860
a0F4W00000XjqaRUAR,214 E CLIFTON AV,06/08/2021 12:00:00 AM,REHAB,616630,10,174024.88325922,PLATINUM,,,QUALIFIED,-84.51316511,39.1150261900299,,OVER-THE-RHINE,OTR,879597
a0F4W00000XjqhfUAB,5 W TWELFTH ST,06/11/2021 12:00:00 AM,REHAB,171820,10,48490.91909508,NOT CERTIFIED,,,QUALIFIED,-84.5149513333333,39.1081963333333,,OVER-THE-RHINE,N/A,102665.87
a0F4W00000Xjqi4UAB,1938 DUCK CREEK RD,06/11/2021 12:00:00 AM,REHAB,105850,10,29872.9122699,NOT CERTIFIED,,,QUALIFIED,-84.46466577,39.1417776100299,,EVANSTON,EVANSTON,43319
a0F4W00000XjqiJUAR,5 W TWELFTH ST,06/14/2021 12:00:00 AM,REHAB,211820,10,59779.69085508,NOT CERTIFIED,,,QUALIFIED,-84.5149513333333,39.1081963333333,,OVER-THE-RHINE,N/A,127275.85
a0F4W00000XjqjHUAR,6 FILSON PL,06/23/2021 12:00:00 AM,REHAB,131200,10,37027.1713728,NOT CERTIFIED,,,QUALIFIED,-84.49799023,39.1057782400299,,MOUNT ADAMS,MOUNT ADAMS,379669.52
a0F4W00000XjrrGUAR,5 W TWELFTH ST,06/07/2021 12:00:00 AM,REHAB,211810,10,59776.86866214,NOT CERTIFIED,,,QUALIFIED,-84.5149513333333,39.1081963333333,,OVER-THE-RHINE,N/A,117083.84
