FISCAL_YEAR,RECORD_DATE,AMOUNT_EXPENDED
2023,05/27/2023 12:00:00 AM,8002.2
2024,12/19/2023 12:00:00 AM,37369823.38
2019,02/13/2019 12:00:00 AM,1729796.29
2016,10/23/2015 12:00:00 AM,1924011.65
2016,09/21/2015 12:00:00 AM,1969863.82
2022,02/08/2022 12:00:00 AM,4544312.96
2017,06/23/2017 12:00:00 AM,108680.13
2017,11/07/2016 12:00:00 AM,2316948.83
2015,03/27/2015 12:00:00 AM,-251284.97
2021,10/15/2020 12:00:00 AM,1422868.2
2018,01/20/2018 12:00:00 AM,32196.89
2024,04/09/2024 12:00:00 AM,25965498.96
2024,10/03/2023 12:00:00 AM,4066834.96
2025,07/11/2024 12:00:00 AM,13628301.63
2021,09/18/2020 12:00:00 AM,2865252.73
2018,01/13/2018 12:00:00 AM,517461.39
2023,10/03/2022 12:00:00 AM,1303267.08
2021,09/28/2020 12:00:00 AM,2258421.21
2017,07/19/2016 12:00:00 AM,2597385.6
2023,05/15/2023 12:00:00 AM,1995650.94
2017,11/20/2016 12:00:00 AM,194410.72
2019,08/14/2018 12:00:00 AM,1782212.56
2016,02/10/2016 12:00:00 AM,1286005.23
2016,05/26/2016 12:00:00 AM,1145413
2015,12/05/2014 12:00:00 AM,-3046701.81
2018,11/14/2017 12:00:00 AM,16626615.23
2019,12/17/2018 12:00:00 AM,2651458.46
2020,11/30/2019 12:00:00 AM,2158.83
2018,05/03/2018 12:00:00 AM,3842913.51
2023,07/14/2022 12:00:00 AM,16789869.03
2022,08/06/2021 12:00:00 AM,576851.4
2024,06/09/2024 12:00:00 AM,3660735.76
2020,02/14/2020 12:00:00 AM,756485.2
2017,06/02/2017 12:00:00 AM,441922.76
2023,04/15/2023 12:00:00 AM,244827.25
2023,03/04/2023 12:00:00 AM,710881.43
2015,02/02/2015 12:00:00 AM,2947716.39
2018,09/10/2017 12:00:00 AM,2630434.92
2023,06/13/2023 12:00:00 AM,5669312.96
2022,02/15/2022 12:00:00 AM,31888364.86
2021,03/29/2021 12:00:00 AM,2320701.34
2017,04/19/2017 12:00:00 AM,1679090.2
2016,12/15/2015 12:00:00 AM,15163981.4
2016,07/14/2015 12:00:00 AM,15662705.3
2024,03/28/2024 12:00:00 AM,596676
2024,07/31/2023 12:00:00 AM,5525730.34
2021,08/28/2020 12:00:00 AM,1163745.39
2018,03/24/2018 12:00:00 AM,41098.58
2015,06/19/2015 12:00:00 AM,3586458.64
2019,10/03/2018 12:00:00 AM,1423832.95
2022,08/23/2021 12:00:00 AM,2498336.05
2021,03/12/2021 12:00:00 AM,1124919.6
2024,12/03/2023 12:00:00 AM,17000
2021,06/23/2021 12:00:00 AM,17264815.74
2022,12/14/2021 12:00:00 AM,1654952.32
2021,03/01/2021 12:00:00 AM,1625815.27
2015,07/13/2014 12:00:00 AM,2407910.5
2017,04/29/2017 12:00:00 AM,640164.71
2020,01/06/2020 12:00:00 AM,2518905.46
2015,12/30/2014 12:00:00 AM,28582281.74
2019,02/10/2019 12:00:00 AM,3211190.74
2023,12/27/2022 12:00:00 AM,1801551.4
2024,08/25/2023 12:00:00 AM,2317859.99
2015,02/08/2015 12:00:00 AM,4194436.99
2022,04/10/2022 12:00:00 AM,3078285.26
2022,05/09/2022 12:00:00 AM,3615525.72
2020,05/21/2020 12:00:00 AM,1176011.78
2023,10/20/2022 12:00:00 AM,17159862.46
2020,10/22/2019 12:00:00 AM,2290188.16
2018,10/18/2017 12:00:00 AM,1789931.9
2022,06/14/2022 12:00:00 AM,3000852.29
2023,02/25/2023 12:00:00 AM,67269.76
2017,03/18/2017 12:00:00 AM,1223407.41
2023,04/09/2023 12:00:00 AM,3321381.18
2022,11/12/2021 12:00:00 AM,914134.44
2017,06/03/2017 12:00:00 AM,709298.15
2022,09/16/2021 12:00:00 AM,4865729.06
2018,01/17/2018 12:00:00 AM,2054159.01
2015,07/18/2014 12:00:00 AM,1530615.52
2020,05/03/2020 12:00:00 AM,6151.65
2016,07/19/2015 12:00:00 AM,456626.56
2018,09/14/2017 12:00:00 AM,2449280.16
2020,04/21/2020 12:00:00 AM,1499847.94
2020,07/14/2019 12:00:00 AM,2948418.68
2019,10/22/2018 12:00:00 AM,1001870.19
2022,04/05/2022 12:00:00 AM,10199149.97
2019,09/06/2018 12:00:00 AM,1843017.86
2023,06/08/2023 12:00:00 AM,3450179.9
2022,11/03/2021 12:00:00 AM,1294870.75
2018,03/04/2018 12:00:00 AM,43771.5
2021,07/18/2020 12:00:00 AM,33219.64
2020,04/30/2020 12:00:00 AM,8745070.2
2016,03/14/2016 12:00:00 AM,1317495.9
2019,10/13/2018 12:00:00 AM,440105.2
2021,06/30/2021 12:00:00 AM,10875655.96
2016,03/30/2016 12:00:00 AM,1363651.1
2021,06/29/2021 12:00:00 AM,156697.02
2023,05/09/2023 12:00:00 AM,24656118.83
2019,03/16/2019 12:00:00 AM,1257168.08
2023,07/29/2022 12:00:00 AM,1512450
2024,12/27/2023 12:00:00 AM,1045967.2
2023,01/03/2023 12:00:00 AM,17995395.41
2024,01/14/2024 12:00:00 AM,4561444.81
2019,05/15/2019 12:00:00 AM,1578997.63
2017,09/07/2016 12:00:00 AM,7532463.07
2018,12/20/2017 12:00:00 AM,7273285.12
2015,06/23/2015 12:00:00 AM,12688276.65
2017,12/01/2016 12:00:00 AM,6586613.29
2020,03/11/2020 12:00:00 AM,2342210.67
2024,09/12/2023 12:00:00 AM,23242682.14
2024,08/30/2023 12:00:00 AM,4057877.99
2021,09/12/2020 12:00:00 AM,459058.51
2017,01/18/2017 12:00:00 AM,2127254.86
2023,03/22/2023 12:00:00 AM,3634384
2020,05/08/2020 12:00:00 AM,5158761.6
2023,05/08/2023 12:00:00 AM,1438762.14
2018,03/22/2018 12:00:00 AM,2667775.52
2017,04/18/2017 12:00:00 AM,26908155.91
2018,08/28/2017 12:00:00 AM,989620.71
2022,01/27/2022 12:00:00 AM,10132488.51
2016,03/11/2016 12:00:00 AM,1310313.83
2021,05/04/2021 12:00:00 AM,2080450.8
2024,04/08/2024 12:00:00 AM,803827.26
2023,06/30/2023 12:00:00 AM,-18981167.51
2020,12/24/2019 12:00:00 AM,30228670.43
2023,07/22/2022 12:00:00 AM,-18390008
2019,07/03/2018 12:00:00 AM,-462.36
2020,02/19/2020 12:00:00 AM,2399138.46
2018,03/02/2018 12:00:00 AM,1314621.5
2018,02/08/2018 12:00:00 AM,4949323.19
2015,04/26/2015 12:00:00 AM,669906.94
2018,06/24/2018 12:00:00 AM,0
2023,08/03/2022 12:00:00 AM,1900749.16
2024,10/07/2023 12:00:00 AM,1704.95
2022,09/07/2021 12:00:00 AM,888767.67
2023,08/20/2022 12:00:00 AM,89973
2021,08/26/2020 12:00:00 AM,782977.16
2015,08/20/2014 12:00:00 AM,7958891.39
2018,01/02/2018 12:00:00 AM,804261.36
2023,05/12/2023 12:00:00 AM,2737398.62
2018,05/08/2018 12:00:00 AM,8463893.5
2024,07/09/2023 12:00:00 AM,2837187.41
2023,08/06/2022 12:00:00 AM,149759.4
2019,10/31/2018 12:00:00 AM,24697050.38
2017,06/04/2017 12:00:00 AM,21400
2018,12/08/2017 12:00:00 AM,6059804.24
2021,06/11/2021 12:00:00 AM,1981899.36
2016,02/12/2016 12:00:00 AM,2805249.97
2022,04/27/2022 12:00:00 AM,2753351.75
2024,04/30/2024 12:00:00 AM,4321180.11
2021,10/25/2020 12:00:00 AM,3957.41
2023,08/04/2022 12:00:00 AM,4357171.11
2021,04/16/2021 12:00:00 AM,1848650.72
2016,09/06/2015 12:00:00 AM,698886.77
2018,01/23/2018 12:00:00 AM,30595770.28
2019,04/29/2019 12:00:00 AM,1669255
2015,07/25/2014 12:00:00 AM,415835.08
2021,04/14/2021 12:00:00 AM,3350685.56
2024,12/06/2023 12:00:00 AM,4978125.68
2025,07/03/2024 12:00:00 AM,475.87
2016,06/24/2016 12:00:00 AM,410327.27
2016,02/11/2016 12:00:00 AM,1420180.61
2018,06/01/2018 12:00:00 AM,5521754.63
2019,09/12/2018 12:00:00 AM,4369067.16
2018,04/25/2018 12:00:00 AM,1650069.98
2023,10/27/2022 12:00:00 AM,4580845.06
2018,02/14/2018 12:00:00 AM,402264.04
2024,08/13/2023 12:00:00 AM,3989633.72
2015,07/31/2014 12:00:00 AM,4011502.32
2019,10/29/2018 12:00:00 AM,2609510.33
2024,08/31/2023 12:00:00 AM,5523619.62
2017,08/01/2016 12:00:00 AM,5190010.33
2015,01/13/2015 12:00:00 AM,22035276.21
2024,12/07/2023 12:00:00 AM,1276579.43
2016,04/19/2016 12:00:00 AM,25855247.89
2020,02/27/2020 12:00:00 AM,4126406.84
2018,05/17/2018 12:00:00 AM,4870254.13
2023,04/27/2023 12:00:00 AM,3187450.96
2018,02/13/2018 12:00:00 AM,1367377.25
2018,03/16/2018 12:00:00 AM,1208150.03
2019,07/20/2018 12:00:00 AM,2925479.92
2018,09/06/2017 12:00:00 AM,1309534.26
2021,03/18/2021 12:00:00 AM,1162478.41
2024,01/16/2024 12:00:00 AM,24049126.19
2016,05/05/2016 12:00:00 AM,1351103.74
2018,01/22/2018 12:00:00 AM,2334630.66
2024,04/19/2024 12:00:00 AM,2248614.58
2016,02/16/2016 12:00:00 AM,2139134.38
2022,01/01/2022 12:00:00 AM,1875
2023,06/28/2023 12:00:00 AM,2016.8
2022,10/28/2021 12:00:00 AM,4085851.81
2021,03/30/2021 12:00:00 AM,34447924.1
2020,02/23/2020 12:00:00 AM,-16803.97
2015,02/03/2015 12:00:00 AM,2880581.33
2020,04/29/2020 12:00:00 AM,1193115.78
2023,11/05/2022 12:00:00 AM,239297.16
2022,03/08/2022 12:00:00 AM,1410073.55
2016,11/18/2015 12:00:00 AM,13789571.07
2022,07/29/2021 12:00:00 AM,8911599.28
2020,04/14/2020 12:00:00 AM,16574996.38
2016,01/15/2016 12:00:00 AM,1891075.47
2019,11/12/2018 12:00:00 AM,10208.41
2022,07/13/2021 12:00:00 AM,2971.73
2015,07/15/2014 12:00:00 AM,14617489.95
2017,10/26/2016 12:00:00 AM,824606.26
2018,05/02/2018 12:00:00 AM,5969843.77
2016,08/27/2015 12:00:00 AM,1330550.38
2015,06/15/2015 12:00:00 AM,2787723.74
2018,06/06/2018 12:00:00 AM,5180016.69
2020,12/01/2019 12:00:00 AM,-172
2023,03/02/2023 12:00:00 AM,1910107.83
2019,08/27/2018 12:00:00 AM,472224.52
2015,09/05/2014 12:00:00 AM,336317.51
2015,02/20/2015 12:00:00 AM,983300.7
2023,03/13/2023 12:00:00 AM,1917141.31
2021,07/12/2020 12:00:00 AM,3648517.79
2022,02/03/2022 12:00:00 AM,953623.12
2024,09/10/2023 12:00:00 AM,3788130.04
2020,06/02/2020 12:00:00 AM,4196793.45
2018,08/19/2017 12:00:00 AM,23690.32
2022,04/26/2022 12:00:00 AM,30625987.37
2021,05/03/2021 12:00:00 AM,1877654.45
2023,11/28/2022 12:00:00 AM,2579053.82
2019,04/27/2019 12:00:00 AM,289148.31
2020,04/24/2020 12:00:00 AM,3164763.11
2019,07/27/2018 12:00:00 AM,618633.56
2023,03/27/2023 12:00:00 AM,1433657.31
2020,08/07/2019 12:00:00 AM,1070654.87
2019,01/17/2019 12:00:00 AM,1372199.73
2023,03/18/2023 12:00:00 AM,103362.39
2021,06/16/2021 12:00:00 AM,2627936.55
2022,08/01/2021 12:00:00 AM,2655
2019,09/18/2018 12:00:00 AM,32259349.75
2021,01/28/2021 12:00:00 AM,-2144800.44
2020,03/26/2020 12:00:00 AM,1512894.12
2020,10/04/2019 12:00:00 AM,2238229.32
2018,08/24/2017 12:00:00 AM,4140532.12
2015,09/28/2014 12:00:00 AM,1109127.32
2023,06/09/2023 12:00:00 AM,10363908.88
2017,02/03/2017 12:00:00 AM,5648813.63
2019,12/04/2018 12:00:00 AM,4970488.27
2024,10/06/2023 12:00:00 AM,2083591.06
2015,12/18/2014 12:00:00 AM,2249780.62
2019,12/13/2018 12:00:00 AM,2893052.4
2019,02/06/2019 12:00:00 AM,1450499.23
2015,04/12/2015 12:00:00 AM,2916734.03
2015,03/25/2015 12:00:00 AM,7329254.42
2021,07/15/2020 12:00:00 AM,11174987.41
2018,09/19/2017 12:00:00 AM,26812679.45
2018,02/24/2018 12:00:00 AM,189
2018,05/27/2018 12:00:00 AM,0
2015,07/02/2014 12:00:00 AM,567518.3
2016,01/29/2016 12:00:00 AM,2070056.01
2021,04/28/2021 12:00:00 AM,880334.86
2018,01/05/2018 12:00:00 AM,2864752.56
2022,05/06/2022 12:00:00 AM,14379565.36
2016,05/16/2016 12:00:00 AM,1387600.62
2021,12/12/2020 12:00:00 AM,131910.2
2019,06/20/2019 12:00:00 AM,2357724.33
2024,02/16/2024 12:00:00 AM,3156461.68
2024,11/21/2023 12:00:00 AM,90750994.6
2024,09/18/2023 12:00:00 AM,3372273.84
2019,11/02/2018 12:00:00 AM,5427936.78
2023,05/19/2023 12:00:00 AM,1430685.82
2023,01/31/2023 12:00:00 AM,38316582.58
2020,03/31/2020 12:00:00 AM,32299679.32
2022,05/08/2022 12:00:00 AM,3403651.21
2019,02/20/2019 12:00:00 AM,8194530.08
2021,07/09/2020 12:00:00 AM,3444135.88
2021,11/07/2020 12:00:00 AM,6745.99
2021,11/19/2020 12:00:00 AM,13613651.36
2019,09/01/2018 12:00:00 AM,6329.9
2017,03/31/2017 12:00:00 AM,-711377.47
2021,12/10/2020 12:00:00 AM,9531155.98
2017,06/26/2017 12:00:00 AM,1500719.04
2020,07/25/2019 12:00:00 AM,2413787.9
2016,12/16/2015 12:00:00 AM,7450084.88
2015,06/21/2015 12:00:00 AM,270124
2023,12/08/2022 12:00:00 AM,4048881.11
2023,08/14/2022 12:00:00 AM,2884100.66
2020,01/04/2020 12:00:00 AM,5400
2023,09/09/2022 12:00:00 AM,13928770.37
2022,07/15/2021 12:00:00 AM,12672017.74
2024,12/08/2023 12:00:00 AM,1709515.67
2020,11/09/2019 12:00:00 AM,669406.6
2018,12/06/2017 12:00:00 AM,1293930.47
2017,09/16/2016 12:00:00 AM,10025883.22
2019,07/08/2018 12:00:00 AM,2658870.88
2024,08/28/2023 12:00:00 AM,871047.59
2016,03/23/2016 12:00:00 AM,5495326.23
2021,11/26/2020 12:00:00 AM,5227.13
2023,09/16/2022 12:00:00 AM,2005290.22
2023,02/12/2023 12:00:00 AM,3254542.3
2023,06/02/2023 12:00:00 AM,2110451.07
2024,04/26/2024 12:00:00 AM,1178007.85
2019,01/08/2019 12:00:00 AM,16519529.48
2017,03/10/2017 12:00:00 AM,4573180.41
2021,06/15/2021 12:00:00 AM,14331632.94
2023,06/07/2023 12:00:00 AM,3098338.97
2019,07/02/2018 12:00:00 AM,35053.62
2018,06/26/2018 12:00:00 AM,38412562.1
2019,06/27/2019 12:00:00 AM,682286.54
2021,05/22/2021 12:00:00 AM,661954.96
2021,08/07/2020 12:00:00 AM,3994389.74
2019,02/28/2019 12:00:00 AM,1393908.82
2017,01/30/2017 12:00:00 AM,1721912.83
2020,01/27/2020 12:00:00 AM,4032422.64
2021,04/09/2021 12:00:00 AM,4785935.47
2021,08/20/2020 12:00:00 AM,1695984.53
2015,02/12/2015 12:00:00 AM,8334089.6
2016,03/22/2016 12:00:00 AM,25123851.71
2015,02/27/2015 12:00:00 AM,1044664.04
2019,04/13/2019 12:00:00 AM,785903.47
2023,02/07/2023 12:00:00 AM,7032640.03
2017,02/20/2017 12:00:00 AM,-150590.82
2017,06/09/2017 12:00:00 AM,2937289.72
2021,08/12/2020 12:00:00 AM,1158024.41
2023,08/30/2022 12:00:00 AM,34754484.68
2017,03/12/2017 12:00:00 AM,2171759.42
2017,12/08/2016 12:00:00 AM,1529273.81
2022,09/08/2021 12:00:00 AM,1924984.81
2017,06/30/2017 12:00:00 AM,-7961602
2019,12/12/2018 12:00:00 AM,3109295.19
2017,01/23/2017 12:00:00 AM,1657105.52
2020,04/16/2020 12:00:00 AM,1387808.96
2018,10/19/2017 12:00:00 AM,8801221.94
2019,09/25/2018 12:00:00 AM,1996072.99
2024,06/25/2024 12:00:00 AM,569202.24
2021,06/22/2021 12:00:00 AM,32139120.71
2017,04/04/2017 12:00:00 AM,15772138.67
2021,08/06/2020 12:00:00 AM,6039149.58
2015,03/22/2015 12:00:00 AM,1384409.14
2021,11/17/2020 12:00:00 AM,1256518.54
2019,11/05/2018 12:00:00 AM,6255075.44
2020,06/10/2020 12:00:00 AM,1940962.69
2021,08/05/2020 12:00:00 AM,1538276.43
2020,07/18/2019 12:00:00 AM,9721791.71
2017,08/14/2016 12:00:00 AM,2694256.79
2019,11/21/2018 12:00:00 AM,19257061.48
2020,02/20/2020 12:00:00 AM,2903872.24
2022,01/09/2022 12:00:00 AM,3070255.95
2022,03/17/2022 12:00:00 AM,1991524.14
2017,10/05/2016 12:00:00 AM,9932163.15
2020,05/13/2020 12:00:00 AM,1061931.05
2017,07/20/2016 12:00:00 AM,5195990.46
2019,02/19/2019 12:00:00 AM,30730278.14
2020,12/30/2019 12:00:00 AM,859332.49
2015,02/18/2015 12:00:00 AM,4645903.36
2023,12/30/2022 12:00:00 AM,-10662398.47
2021,04/06/2021 12:00:00 AM,1412077.95
2015,09/09/2014 12:00:00 AM,14801158.42
2021,07/07/2020 12:00:00 AM,15329633.43
2017,10/12/2016 12:00:00 AM,3855977.95
2022,11/29/2021 12:00:00 AM,1175060.26
2022,10/14/2021 12:00:00 AM,2794643.27
2017,12/23/2016 12:00:00 AM,735122.4
2022,10/09/2021 12:00:00 AM,725
2022,10/11/2021 12:00:00 AM,1257889.85
2024,10/23/2023 12:00:00 AM,577105.52
2016,07/15/2015 12:00:00 AM,4180108.46
2018,08/18/2017 12:00:00 AM,622734.65
2015,06/01/2015 12:00:00 AM,5844435
2020,01/12/2020 12:00:00 AM,3282403.97
2022,03/18/2022 12:00:00 AM,1187759.27
2016,01/06/2016 12:00:00 AM,4196191.85
2015,04/10/2015 12:00:00 AM,570736.85
2023,05/30/2023 12:00:00 AM,1657955.19
2024,06/28/2024 12:00:00 AM,616090.74
2019,04/06/2019 12:00:00 AM,45135.04
2016,11/23/2015 12:00:00 AM,3075345.32
2016,04/05/2016 12:00:00 AM,41437407.8
2019,11/19/2018 12:00:00 AM,1737292
2019,01/24/2019 12:00:00 AM,2025119.32
2019,09/10/2018 12:00:00 AM,5424274.5
2021,04/22/2021 12:00:00 AM,4544284.27
2015,01/29/2015 12:00:00 AM,2680340.96
2024,09/06/2023 12:00:00 AM,2927623.06
2023,02/18/2023 12:00:00 AM,129620.36
2017,06/01/2017 12:00:00 AM,3174852.4
2020,06/16/2020 12:00:00 AM,2562836.7
2022,05/10/2022 12:00:00 AM,18426826.4
2015,06/29/2015 12:00:00 AM,-203992.45
2023,10/29/2022 12:00:00 AM,209500.4
2017,08/15/2016 12:00:00 AM,1737393.19
2015,04/08/2015 12:00:00 AM,915540.31
2022,04/25/2022 12:00:00 AM,835250.94
2024,10/02/2023 12:00:00 AM,748525.93
2016,01/27/2016 12:00:00 AM,3640142.39
2015,01/28/2015 12:00:00 AM,2596853.93
2016,01/10/2016 12:00:00 AM,3354101.72
2020,01/25/2020 12:00:00 AM,47874.02
2023,09/28/2022 12:00:00 AM,1507319.14
2021,05/10/2021 12:00:00 AM,2234264.36
2016,07/10/2015 12:00:00 AM,662349.5
2022,08/17/2021 12:00:00 AM,22428404.88
2018,05/15/2018 12:00:00 AM,18709566.8
2020,09/11/2019 12:00:00 AM,2184256.07
2019,05/09/2019 12:00:00 AM,1881342.48
2021,10/03/2020 12:00:00 AM,157005.46
2020,09/20/2019 12:00:00 AM,849964.3
2021,07/14/2020 12:00:00 AM,4171326.38
2020,01/30/2020 12:00:00 AM,1584895.68
2018,06/28/2018 12:00:00 AM,-632559.68
2020,11/18/2019 12:00:00 AM,9892176.13
2017,02/28/2017 12:00:00 AM,2788525.59
2016,05/01/2016 12:00:00 AM,300
2023,03/17/2023 12:00:00 AM,1148728.91
2022,12/07/2021 12:00:00 AM,21260431.13
2017,12/12/2016 12:00:00 AM,12116731.92
2018,07/05/2017 12:00:00 AM,-36234
2019,07/21/2018 12:00:00 AM,14755.4
2019,10/08/2018 12:00:00 AM,1924575.25
2018,03/17/2018 12:00:00 AM,208522.53
2019,05/22/2019 12:00:00 AM,8703184.5
2020,07/17/2019 12:00:00 AM,3964436.02
2015,01/07/2015 12:00:00 AM,5745787.82
2018,01/11/2018 12:00:00 AM,1658019.47
2024,07/26/2023 12:00:00 AM,4777089.63
2016,08/16/2015 12:00:00 AM,2199974.12
2023,03/30/2023 12:00:00 AM,2831437.35
2017,04/06/2017 12:00:00 AM,6611220.26
2022,10/04/2021 12:00:00 AM,16169328.99
2015,02/19/2015 12:00:00 AM,2972804.81
2023,07/28/2022 12:00:00 AM,3899124.56
2023,10/31/2022 12:00:00 AM,15489857.06
2019,06/30/2019 12:00:00 AM,0
2024,03/02/2024 12:00:00 AM,4433.01
2020,05/28/2020 12:00:00 AM,2644997.6
2021,11/30/2020 12:00:00 AM,66980057.4
2019,02/18/2019 12:00:00 AM,132709.95
2024,08/19/2023 12:00:00 AM,7483.61
2021,10/29/2020 12:00:00 AM,9688047.04
2016,08/09/2015 12:00:00 AM,3097619.28
2023,04/12/2023 12:00:00 AM,3715936.62
2015,11/05/2014 12:00:00 AM,2754436.57
2022,01/05/2022 12:00:00 AM,3922323.3
2017,08/30/2016 12:00:00 AM,1154350.38
2022,01/31/2022 12:00:00 AM,11040750.99
2015,03/29/2015 12:00:00 AM,717605.1
2023,09/01/2022 12:00:00 AM,1414658.71
2015,04/19/2015 12:00:00 AM,1072282.79
2020,02/26/2020 12:00:00 AM,2012651.81
2018,10/24/2017 12:00:00 AM,930724.14
2019,03/10/2019 12:00:00 AM,2385846.58
2020,09/10/2019 12:00:00 AM,7661817.87
2016,09/25/2015 12:00:00 AM,2353017.48
2024,01/29/2024 12:00:00 AM,6066693.54
2017,07/13/2016 12:00:00 AM,2963961.83
2022,07/09/2021 12:00:00 AM,-1431.5
2017,10/14/2016 12:00:00 AM,5739697.56
2021,02/11/2021 12:00:00 AM,1058543.08
2020,08/10/2019 12:00:00 AM,144707.96
2016,11/25/2015 12:00:00 AM,11322785.5
2023,12/03/2022 12:00:00 AM,286.94
2023,04/08/2023 12:00:00 AM,71104.4
2020,11/08/2019 12:00:00 AM,3136547.49
2024,09/05/2023 12:00:00 AM,5817754.7
2024,08/06/2023 12:00:00 AM,1535.32
2018,03/15/2018 12:00:00 AM,2734732.36
2021,03/14/2021 12:00:00 AM,2583706.89
2024,06/17/2024 12:00:00 AM,69299.17
2017,06/22/2017 12:00:00 AM,9552640.8
2018,05/09/2018 12:00:00 AM,1034552.76
2017,10/09/2016 12:00:00 AM,1893291.67
2021,08/31/2020 12:00:00 AM,7870729.31
2024,04/29/2024 12:00:00 AM,1144447.29
2018,04/19/2018 12:00:00 AM,1468011.41
2016,05/31/2016 12:00:00 AM,34644060
2018,01/16/2018 12:00:00 AM,3319766.41
2024,01/10/2024 12:00:00 AM,2916399.02
2023,07/20/2022 12:00:00 AM,3873263.15
2020,03/04/2020 12:00:00 AM,5475142.11
2024,01/18/2024 12:00:00 AM,5775147.89
2022,03/15/2022 12:00:00 AM,17177332.49
2016,03/25/2016 12:00:00 AM,798158.62
2024,09/07/2023 12:00:00 AM,2633439.34
2020,10/29/2019 12:00:00 AM,32936793.86
2020,03/20/2020 12:00:00 AM,889557.11
2019,06/10/2019 12:00:00 AM,891305.54
2021,06/14/2021 12:00:00 AM,1849154.14
2024,08/02/2023 12:00:00 AM,2957274.91
2020,09/08/2019 12:00:00 AM,3150447.14
2016,10/30/2015 12:00:00 AM,2313203.58
2024,03/21/2024 12:00:00 AM,1824620.28
2021,11/16/2020 12:00:00 AM,-40310.43
2022,02/14/2022 12:00:00 AM,667228.73
2022,11/09/2021 12:00:00 AM,32319268.28
2016,07/06/2015 12:00:00 AM,-2513.96
2020,04/13/2020 12:00:00 AM,7446489.7
2024,06/10/2024 12:00:00 AM,6263385.45
2018,03/06/2018 12:00:00 AM,25742968.11
2016,02/03/2016 12:00:00 AM,5331484.83
2024,11/11/2023 12:00:00 AM,291615.95
2016,12/21/2015 12:00:00 AM,1072223.19
2018,06/18/2018 12:00:00 AM,2793887.04
2024,01/30/2024 12:00:00 AM,40863866.98
2015,06/11/2015 12:00:00 AM,11276461.73
2022,06/29/2022 12:00:00 AM,48626.95
2023,01/13/2023 12:00:00 AM,19580077.46
2017,01/26/2017 12:00:00 AM,1720069.5
2016,08/11/2015 12:00:00 AM,14609022.77
2023,04/04/2023 12:00:00 AM,5340625.8
2019,06/24/2019 12:00:00 AM,155357.88
2017,03/25/2017 12:00:00 AM,353633.59
2024,07/12/2023 12:00:00 AM,3823731.22
2020,04/17/2020 12:00:00 AM,2795836.64
2015,07/24/2014 12:00:00 AM,1768011.16
2024,10/13/2023 12:00:00 AM,1227282.44
2018,08/30/2017 12:00:00 AM,2561684.45
2015,05/06/2015 12:00:00 AM,1633462.2
2016,02/08/2016 12:00:00 AM,3097516.71
2022,05/11/2022 12:00:00 AM,1653013.72
2015,01/11/2015 12:00:00 AM,4318997.69
2023,01/19/2023 12:00:00 AM,2412625.7
2015,04/17/2015 12:00:00 AM,201583.29
2023,10/21/2022 12:00:00 AM,2792480.39
2022,12/31/2021 12:00:00 AM,-190731.71
2016,08/17/2015 12:00:00 AM,1088463.97
2020,06/08/2020 12:00:00 AM,4327906.66
2023,07/31/2022 12:00:00 AM,4837513.17
2022,12/03/2021 12:00:00 AM,7357943.9
2019,07/17/2018 12:00:00 AM,1846937
2017,03/21/2017 12:00:00 AM,27177046.49
2020,10/14/2019 12:00:00 AM,9983175.31
2017,12/29/2016 12:00:00 AM,1047131.11
2018,11/12/2017 12:00:00 AM,2994093.68
2021,11/08/2020 12:00:00 AM,2819978.83
2017,04/10/2017 12:00:00 AM,753183.84
2022,09/28/2021 12:00:00 AM,32654235.36
2019,06/04/2019 12:00:00 AM,3637031.03
2021,03/16/2021 12:00:00 AM,19000630.68
2017,03/30/2017 12:00:00 AM,290425.09
2015,02/22/2015 12:00:00 AM,1027045.83
2022,05/24/2022 12:00:00 AM,32130036.75
2024,12/30/2023 12:00:00 AM,118968.77
2016,04/11/2016 12:00:00 AM,1675924.85
2015,03/30/2015 12:00:00 AM,1725773.53
2022,09/23/2021 12:00:00 AM,1745700.81
2017,08/28/2016 12:00:00 AM,-49483.46
2021,12/14/2020 12:00:00 AM,1604386.62
2017,02/14/2017 12:00:00 AM,880363.57
2020,11/15/2019 12:00:00 AM,798276.41
2022,05/13/2022 12:00:00 AM,1148974.55
2023,05/02/2023 12:00:00 AM,2568806.39
2015,11/21/2014 12:00:00 AM,1146423.06
2018,07/09/2017 12:00:00 AM,2508568.61
2016,03/16/2016 12:00:00 AM,3999760.18
2018,04/06/2018 12:00:00 AM,14686160.16
2019,11/06/2018 12:00:00 AM,2297250.83
2021,09/17/2020 12:00:00 AM,3705010.11
2016,11/03/2015 12:00:00 AM,16586163.45
2017,07/01/2016 12:00:00 AM,4380984.98
2017,08/31/2016 12:00:00 AM,3504702.91
2023,08/08/2022 12:00:00 AM,3077442.61
2023,09/13/2022 12:00:00 AM,25950105.79
2017,02/04/2017 12:00:00 AM,713070.61
2016,02/09/2016 12:00:00 AM,19409634.98
2021,02/24/2021 12:00:00 AM,1294590.56
2020,07/19/2019 12:00:00 AM,2089571.43
2022,10/12/2021 12:00:00 AM,17978453.49
2017,03/29/2017 12:00:00 AM,759568.27
2020,09/14/2019 12:00:00 AM,592863.8
2021,10/28/2020 12:00:00 AM,1200791.43
2020,08/26/2019 12:00:00 AM,3350980.25
2016,07/28/2015 12:00:00 AM,25341654.12
